split,n_train_records,n_test_records,n_excluded_records,test_drug_same_in_train_frac,test_scaffold_same_in_train_frac,test_cell_same_in_train_frac,test_drug_cell_pair_same_in_train_frac,unique_test_drug_overlap_frac,unique_test_scaffold_overlap_frac,unique_test_cell_overlap_frac,unique_test_pair_overlap_frac,n_unique_test_drugs,n_unique_test_scaffolds,n_unique_test_cells,n_unique_test_pairs,seed,dataset,n_train,n_test,n_excluded,same_drug_in_train,same_scaffold_in_train,same_cell_in_train,same_drug_cell_in_train,same_drug_overlap,same_scaffold_overlap,same_cell_line_overlap,same_drug_dose_overlap,same_drug_cell_line_dose_overlap,same_numeric_dose_overlap,split_type,model_name,status,n_heldout_moa,n_test_drugs,n_test_scaffolds,same_moa_in_train
split_scaffold_heldout,,,,,,,,,,,,,,,,21,sciplex3_24h_top2000,1797.0,403.0,0.0,0.0,0.0,1.0,0.0,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,,,,,,,,,,,,,,,,21,sciplex3_24h_top2000,1191.0,138.0,871.0,0.0,0.0,0.0,0.0,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,,,,,,,,,,,,,,,,22,sciplex3_24h_top2000,1744.0,456.0,0.0,1.0,0.9539473684210528,1.0,0.986842105263158,,,,,,,random,,,,,,
split_cell_heldout,,,,,,,,,,,,,,,,22,sciplex3_24h_top2000,1481.0,719.0,0.0,0.9944367176634216,0.96105702364395,0.0,0.0,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,,,,,,,,,,,,,,,,22,sciplex3_24h_top2000,1763.0,437.0,0.0,0.0,0.0,1.0,0.0,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,,,,,,,,,,,,,,,,22,sciplex3_24h_top2000,1187.0,143.0,870.0,0.0,0.0,0.0,0.0,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,,,,,,,,,,,,,,,,23,sciplex3_24h_top2000,1783.0,417.0,0.0,1.0,0.9592326139088728,1.0,0.9592326139088728,,,,,,,random,,,,,,
split_cell_heldout,,,,,,,,,,,,,,,,23,sciplex3_24h_top2000,1463.0,737.0,0.0,1.0,0.9674355495251018,0.0,0.0,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,,,,,,,,,,,,,,,,23,sciplex3_24h_top2000,1790.0,410.0,0.0,0.0,0.0,1.0,0.0,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,,,,,,,,,,,,,,,,23,sciplex3_24h_top2000,1189.0,136.0,875.0,0.0,0.0,0.0,0.0,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,,,,,,,,,,,,,,,,24,sciplex3_24h_top2000,1763.0,437.0,0.0,1.0,0.9816933638443937,1.0,0.9816933638443937,,,,,,,random,,,,,,
split_cell_heldout,,,,,,,,,,,,,,,,24,sciplex3_24h_top2000,1456.0,744.0,0.0,1.0,0.967741935483871,0.0,0.0,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,,,,,,,,,,,,,,,,24,sciplex3_24h_top2000,1801.0,399.0,0.0,0.0,0.0,1.0,0.0,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,,,,,,,,,,,,,,,,24,sciplex3_24h_top2000,1191.0,134.0,875.0,0.0,0.0,0.0,0.0,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,,,,,,,,,,,,,,,,25,sciplex3_24h_top2000,1751.0,449.0,0.0,1.0,0.9643652561247216,1.0,0.9910913140311804,,,,,,,random,,,,,,
split_cell_heldout,,,,,,,,,,,,,,,,25,sciplex3_24h_top2000,1481.0,719.0,0.0,0.9944367176634216,0.96105702364395,0.0,0.0,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,,,,,,,,,,,,,,,,25,sciplex3_24h_top2000,1799.0,401.0,0.0,0.0,0.0,1.0,0.0,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,,,,,,,,,,,,,,,,25,sciplex3_24h_top2000,1212.0,132.0,856.0,0.0,0.0,0.0,0.0,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,,,,,,,,,,,,,,,,26,sciplex3_24h_top2000,1769.0,431.0,0.0,1.0,0.965197215777262,1.0,1.0,,,,,,,random,,,,,,
split_cell_heldout,,,,,,,,,,,,,,,,26,sciplex3_24h_top2000,1456.0,744.0,0.0,1.0,0.967741935483871,0.0,0.0,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,,,,,,,,,,,,,,,,26,sciplex3_24h_top2000,1786.0,414.0,0.0,0.0,0.0,1.0,0.0,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,,,,,,,,,,,,,,,,26,sciplex3_24h_top2000,1181.0,139.0,880.0,0.0,0.0,0.0,0.0,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,,,,,,,,,,,,,,,,27,sciplex3_24h_top2000,1760.0,440.0,0.0,1.0,0.9568181818181818,1.0,1.0,,,,,,,random,,,,,,
split_cell_heldout,,,,,,,,,,,,,,,,27,sciplex3_24h_top2000,1481.0,719.0,0.0,0.9944367176634216,0.96105702364395,0.0,0.0,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,,,,,,,,,,,,,,,,27,sciplex3_24h_top2000,1802.0,398.0,0.0,0.0,0.0,1.0,0.0,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,,,,,,,,,,,,,,,,27,sciplex3_24h_top2000,1214.0,131.0,855.0,0.0,0.0,0.0,0.0,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,,,,,,,,,,,,,,,,28,sciplex3_24h_top2000,1767.0,433.0,0.0,1.0,0.9676674364896074,1.0,0.9976905311778292,,,,,,,random,,,,,,
split_cell_heldout,,,,,,,,,,,,,,,,28,sciplex3_24h_top2000,1481.0,719.0,0.0,0.9944367176634216,0.96105702364395,0.0,0.0,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,,,,,,,,,,,,,,,,28,sciplex3_24h_top2000,1796.0,404.0,0.0,0.0,0.0,1.0,0.0,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,,,,,,,,,,,,,,,,28,sciplex3_24h_top2000,1214.0,137.0,849.0,0.0,0.0,0.0,0.0,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,,,,,,,,,,,,,,,,29,sciplex3_24h_top2000,1794.0,406.0,0.0,1.0,0.9679802955665024,1.0,0.9802955665024632,,,,,,,random,,,,,,
split_cell_heldout,,,,,,,,,,,,,,,,29,sciplex3_24h_top2000,1463.0,737.0,0.0,1.0,0.9674355495251018,0.0,0.0,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,,,,,,,,,,,,,,,,29,sciplex3_24h_top2000,1781.0,419.0,0.0,0.0,0.0,1.0,0.0,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,,,,,,,,,,,,,,,,29,sciplex3_24h_top2000,1184.0,140.0,876.0,0.0,0.0,0.0,0.0,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,,,,,,,,,,,,,,,,30,sciplex3_24h_top2000,1785.0,415.0,0.0,1.0,0.9734939759036144,1.0,1.0,,,,,,,random,,,,,,
split_cell_heldout,,,,,,,,,,,,,,,,30,sciplex3_24h_top2000,1463.0,737.0,0.0,1.0,0.9674355495251018,0.0,0.0,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,,,,,,,,,,,,,,,,30,sciplex3_24h_top2000,1765.0,435.0,0.0,0.0,0.0,1.0,0.0,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,,,,,,,,,,,,,,,,30,sciplex3_24h_top2000,1173.0,145.0,882.0,0.0,0.0,0.0,0.0,,,,,,,joint_cell_scaffold_heldout,,,,,,
,,,,,,,,,,,,,,,,1,sciplex3_24h_top2000,,,,,,,,1.0,1.0,1.0,0.9330254041570438,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,1,sciplex3_24h_top2000,,,,,,,,1.0,1.0,0.0,0.9972862957937584,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,1,sciplex3_24h_top2000,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,1,sciplex3_24h_top2000,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,2,sciplex3_24h_top2000,,,,,,,,1.0,1.0,1.0,0.9301310043668122,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,2,sciplex3_24h_top2000,,,,,,,,0.9944367176634216,0.9944367176634216,0.0,0.9930458970792768,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,2,sciplex3_24h_top2000,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,2,sciplex3_24h_top2000,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,3,sciplex3_24h_top2000,,,,,,,,1.0,1.0,1.0,0.9384288747346072,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,3,sciplex3_24h_top2000,,,,,,,,0.9944367176634216,0.9944367176634216,0.0,0.9930458970792768,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,3,sciplex3_24h_top2000,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,3,sciplex3_24h_top2000,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,4,sciplex3_24h_top2000,,,,,,,,1.0,1.0,1.0,0.923963133640553,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,4,sciplex3_24h_top2000,,,,,,,,1.0,1.0,0.0,0.9972862957937584,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,4,sciplex3_24h_top2000,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,4,sciplex3_24h_top2000,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,5,sciplex3_24h_top2000,,,,,,,,1.0,1.0,1.0,0.9384615384615383,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,5,sciplex3_24h_top2000,,,,,,,,1.0,1.0,0.0,0.9972862957937584,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,5,sciplex3_24h_top2000,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,5,sciplex3_24h_top2000,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,6,sciplex3_24h_top2000,,,,,,,,1.0,1.0,1.0,0.9382422802850356,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,6,sciplex3_24h_top2000,,,,,,,,1.0,1.0,0.0,0.9919354838709676,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,6,sciplex3_24h_top2000,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,6,sciplex3_24h_top2000,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,7,sciplex3_24h_top2000,,,,,,,,1.0,1.0,1.0,0.9308755760368664,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,7,sciplex3_24h_top2000,,,,,,,,1.0,1.0,0.0,0.9919354838709676,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,7,sciplex3_24h_top2000,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,7,sciplex3_24h_top2000,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,8,sciplex3_24h_top2000,,,,,,,,1.0,1.0,1.0,0.9678217821782178,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,8,sciplex3_24h_top2000,,,,,,,,0.9944367176634216,0.9944367176634216,0.0,0.9930458970792768,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,8,sciplex3_24h_top2000,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,8,sciplex3_24h_top2000,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,9,sciplex3_24h_top2000,,,,,,,,1.0,1.0,1.0,0.9484029484029484,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,9,sciplex3_24h_top2000,,,,,,,,1.0,1.0,0.0,0.9972862957937584,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,9,sciplex3_24h_top2000,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,9,sciplex3_24h_top2000,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,10,sciplex3_24h_top2000,,,,,,,,1.0,1.0,1.0,0.9258426966292136,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,10,sciplex3_24h_top2000,,,,,,,,0.9944367176634216,0.9944367176634216,0.0,0.9930458970792768,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,10,sciplex3_24h_top2000,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,10,sciplex3_24h_top2000,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,11,sciplex3_24h_top2000,,,,,,,,1.0,1.0,1.0,0.9644444444444444,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,11,sciplex3_24h_top2000,,,,,,,,1.0,1.0,0.0,0.9972862957937584,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,11,sciplex3_24h_top2000,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,11,sciplex3_24h_top2000,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,12,sciplex3_24h_top2000,,,,,,,,1.0,1.0,1.0,0.95,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,12,sciplex3_24h_top2000,,,,,,,,0.9944367176634216,0.9944367176634216,0.0,0.9930458970792768,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,12,sciplex3_24h_top2000,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,12,sciplex3_24h_top2000,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,13,sciplex3_24h_top2000,,,,,,,,1.0,1.0,1.0,0.9430523917995444,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,13,sciplex3_24h_top2000,,,,,,,,1.0,1.0,0.0,0.9972862957937584,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,13,sciplex3_24h_top2000,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,13,sciplex3_24h_top2000,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,14,sciplex3_24h_top2000,,,,,,,,1.0,1.0,1.0,0.9606126914660832,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,14,sciplex3_24h_top2000,,,,,,,,1.0,1.0,0.0,0.9919354838709676,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,14,sciplex3_24h_top2000,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,14,sciplex3_24h_top2000,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,15,sciplex3_24h_top2000,,,,,,,,1.0,1.0,1.0,0.958041958041958,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,15,sciplex3_24h_top2000,,,,,,,,0.9944367176634216,0.9944367176634216,0.0,0.9930458970792768,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,15,sciplex3_24h_top2000,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,15,sciplex3_24h_top2000,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,16,sciplex3_24h_top2000,,,,,,,,1.0,1.0,1.0,0.9472477064220184,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,16,sciplex3_24h_top2000,,,,,,,,0.9944367176634216,0.9944367176634216,0.0,0.9930458970792768,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,16,sciplex3_24h_top2000,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,16,sciplex3_24h_top2000,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,17,sciplex3_24h_top2000,,,,,,,,1.0,1.0,1.0,0.9523809523809524,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,17,sciplex3_24h_top2000,,,,,,,,0.9944367176634216,0.9944367176634216,0.0,0.9930458970792768,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,17,sciplex3_24h_top2000,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,17,sciplex3_24h_top2000,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,18,sciplex3_24h_top2000,,,,,,,,1.0,1.0,1.0,0.9711111111111111,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,18,sciplex3_24h_top2000,,,,,,,,1.0,1.0,0.0,0.9972862957937584,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,18,sciplex3_24h_top2000,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,18,sciplex3_24h_top2000,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,19,sciplex3_24h_top2000,,,,,,,,1.0,1.0,1.0,0.9288888888888888,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,19,sciplex3_24h_top2000,,,,,,,,1.0,1.0,0.0,0.9972862957937584,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,19,sciplex3_24h_top2000,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,19,sciplex3_24h_top2000,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,20,sciplex3_24h_top2000,,,,,,,,1.0,1.0,1.0,0.9666666666666668,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,20,sciplex3_24h_top2000,,,,,,,,1.0,1.0,0.0,0.9972862957937584,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,20,sciplex3_24h_top2000,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,20,sciplex3_24h_top2000,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,21,sciplex3_24h_top2000,,,,,,,,1.0,1.0,1.0,0.944954128440367,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,21,sciplex3_24h_top2000,,,,,,,,1.0,1.0,0.0,0.9919354838709676,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,21,sciplex3_24h_top2000,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,21,sciplex3_24h_top2000,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,22,sciplex3_24h_top2000,,,,,,,,1.0,1.0,1.0,0.9364035087719298,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,22,sciplex3_24h_top2000,,,,,,,,0.9944367176634216,0.9944367176634216,0.0,0.9930458970792768,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,22,sciplex3_24h_top2000,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,22,sciplex3_24h_top2000,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,23,sciplex3_24h_top2000,,,,,,,,1.0,1.0,1.0,0.9688249400479616,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,23,sciplex3_24h_top2000,,,,,,,,1.0,1.0,0.0,0.9972862957937584,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,23,sciplex3_24h_top2000,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,23,sciplex3_24h_top2000,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,24,sciplex3_24h_top2000,,,,,,,,1.0,1.0,1.0,0.9679633867276888,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,24,sciplex3_24h_top2000,,,,,,,,1.0,1.0,0.0,0.9919354838709676,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,24,sciplex3_24h_top2000,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,24,sciplex3_24h_top2000,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,25,sciplex3_24h_top2000,,,,,,,,1.0,1.0,1.0,0.9465478841870824,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,25,sciplex3_24h_top2000,,,,,,,,0.9944367176634216,0.9944367176634216,0.0,0.9930458970792768,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,25,sciplex3_24h_top2000,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,25,sciplex3_24h_top2000,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,26,sciplex3_24h_top2000,,,,,,,,1.0,1.0,1.0,0.9327146171693736,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,26,sciplex3_24h_top2000,,,,,,,,1.0,1.0,0.0,0.9919354838709676,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,26,sciplex3_24h_top2000,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,26,sciplex3_24h_top2000,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,27,sciplex3_24h_top2000,,,,,,,,1.0,1.0,1.0,0.9522727272727272,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,27,sciplex3_24h_top2000,,,,,,,,0.9944367176634216,0.9944367176634216,0.0,0.9930458970792768,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,27,sciplex3_24h_top2000,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,27,sciplex3_24h_top2000,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,28,sciplex3_24h_top2000,,,,,,,,1.0,1.0,1.0,0.9237875288683602,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,28,sciplex3_24h_top2000,,,,,,,,0.9944367176634216,0.9944367176634216,0.0,0.9930458970792768,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,28,sciplex3_24h_top2000,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,28,sciplex3_24h_top2000,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,29,sciplex3_24h_top2000,,,,,,,,1.0,1.0,1.0,0.9655172413793104,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,29,sciplex3_24h_top2000,,,,,,,,1.0,1.0,0.0,0.9972862957937584,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,29,sciplex3_24h_top2000,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
