split,n_train_records,n_test_records,n_excluded_records,test_drug_same_in_train_frac,test_scaffold_same_in_train_frac,test_cell_same_in_train_frac,test_drug_cell_pair_same_in_train_frac,unique_test_drug_overlap_frac,unique_test_scaffold_overlap_frac,unique_test_cell_overlap_frac,unique_test_pair_overlap_frac,n_unique_test_drugs,n_unique_test_scaffolds,n_unique_test_cells,n_unique_test_pairs,seed,dataset,n_train,n_test,n_excluded,same_drug_in_train,same_scaffold_in_train,same_cell_in_train,same_drug_cell_in_train,same_drug_overlap,same_scaffold_overlap,same_cell_line_overlap,same_drug_dose_overlap,same_drug_cell_line_dose_overlap,same_numeric_dose_overlap,split_type,model_name,status,n_heldout_moa,n_test_drugs,n_test_scaffolds,same_moa_in_train
split_cell_scaffold_heldout,334.0,27.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,27,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,447.0,106.0,0.0,1.0,0.981132075471698,1.0,0.0,1.0,1.0,1.0,0.0,82.0,80.0,4.0,106.0,28,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,414.0,139.0,0.0,1.0,0.9856115107913668,0.0,0.0,1.0,1.0,0.0,0.0,139.0,135.0,1.0,139.0,28,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,446.0,107.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,107.0,28,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,333.0,26.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,1.0,26.0,28,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,457.0,96.0,0.0,1.0,0.9895833333333334,1.0,0.0,1.0,1.0,1.0,0.0,73.0,71.0,4.0,96.0,29,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,414.0,139.0,0.0,1.0,0.9856115107913668,0.0,0.0,1.0,1.0,0.0,0.0,139.0,135.0,1.0,139.0,29,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,446.0,107.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,107.0,29,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,334.0,27.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,29,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,448.0,105.0,0.0,0.961904761904762,0.9523809523809524,1.0,0.0,0.9876543209876544,0.9875,1.0,0.0,81.0,80.0,4.0,105.0,30,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,413.0,140.0,0.0,1.0,0.9857142857142858,0.0,0.0,1.0,1.0,0.0,0.0,140.0,136.0,1.0,140.0,30,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,443.0,110.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,28.0,27.0,4.0,110.0,30,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,331.0,28.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,27.0,1.0,28.0,30,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,450.0,103.0,0.0,1.0,0.9805825242718448,1.0,0.0,1.0,1.0,1.0,0.0,80.0,78.0,4.0,103.0,31,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,418.0,135.0,0.0,1.0,0.9851851851851852,0.0,0.0,1.0,1.0,0.0,0.0,135.0,131.0,1.0,135.0,31,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,450.0,103.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,103.0,31,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,338.0,23.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,1.0,23.0,31,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,438.0,115.0,0.0,0.9652173913043478,0.9391304347826088,1.0,0.0,0.988095238095238,0.9876543209876544,1.0,0.0,84.0,81.0,4.0,115.0,32,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,414.0,139.0,0.0,1.0,0.9856115107913668,0.0,0.0,1.0,1.0,0.0,0.0,139.0,135.0,1.0,139.0,32,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,446.0,107.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,107.0,32,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,334.0,27.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,32,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,441.0,112.0,0.0,1.0,0.9910714285714286,1.0,0.0,1.0,1.0,1.0,0.0,82.0,80.0,4.0,112.0,33,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,414.0,139.0,0.0,1.0,0.9856115107913668,0.0,0.0,1.0,1.0,0.0,0.0,139.0,135.0,1.0,139.0,33,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,447.0,106.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,106.0,33,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,335.0,27.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,33,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,453.0,100.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,74.0,74.0,4.0,100.0,34,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,413.0,140.0,0.0,1.0,0.9857142857142858,0.0,0.0,1.0,1.0,0.0,0.0,140.0,136.0,1.0,140.0,34,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,444.0,109.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,28.0,27.0,4.0,109.0,34,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,332.0,28.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,27.0,1.0,28.0,34,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,431.0,122.0,0.0,1.0,0.9754098360655736,1.0,0.0,1.0,1.0,1.0,0.0,88.0,86.0,4.0,122.0,35,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,414.0,139.0,0.0,1.0,0.9856115107913668,0.0,0.0,1.0,1.0,0.0,0.0,139.0,135.0,1.0,139.0,35,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,446.0,107.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,107.0,35,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,334.0,27.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,35,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,448.0,105.0,0.0,0.9714285714285714,0.961904761904762,1.0,0.0,0.987012987012987,0.986842105263158,1.0,0.0,77.0,76.0,4.0,105.0,36,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,418.0,135.0,0.0,1.0,0.9851851851851852,0.0,0.0,1.0,1.0,0.0,0.0,135.0,131.0,1.0,135.0,36,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,447.0,106.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,106.0,36,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,338.0,26.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,1.0,26.0,36,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,435.0,118.0,0.0,0.9322033898305084,0.9152542372881356,1.0,0.0,0.975609756097561,0.975,1.0,0.0,82.0,80.0,4.0,118.0,37,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,414.0,139.0,0.0,1.0,0.9856115107913668,0.0,0.0,1.0,1.0,0.0,0.0,139.0,135.0,1.0,139.0,37,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,446.0,107.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,107.0,37,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,334.0,27.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,37,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,440.0,113.0,0.0,1.0,0.9823008849557522,1.0,0.0,1.0,1.0,1.0,0.0,85.0,82.0,4.0,113.0,38,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,413.0,140.0,0.0,1.0,0.9857142857142858,0.0,0.0,1.0,1.0,0.0,0.0,140.0,136.0,1.0,140.0,38,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,450.0,103.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,103.0,38,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,337.0,27.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,38,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,439.0,114.0,0.0,0.9649122807017544,0.9385964912280702,1.0,0.0,0.9878048780487804,0.9875,1.0,0.0,82.0,80.0,4.0,114.0,39,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,413.0,140.0,0.0,1.0,0.9857142857142858,0.0,0.0,1.0,1.0,0.0,0.0,140.0,136.0,1.0,140.0,39,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,448.0,105.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,105.0,39,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,335.0,27.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,39,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,443.0,110.0,0.0,1.0,0.9818181818181818,1.0,0.0,1.0,1.0,1.0,0.0,80.0,78.0,4.0,110.0,40,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,413.0,140.0,0.0,1.0,0.9857142857142858,0.0,0.0,1.0,1.0,0.0,0.0,140.0,136.0,1.0,140.0,40,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,445.0,108.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,108.0,40,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,332.0,27.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,40,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,450.0,103.0,0.0,1.0,0.970873786407767,1.0,0.0,1.0,1.0,1.0,0.0,79.0,77.0,4.0,103.0,41,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,418.0,135.0,0.0,1.0,0.9851851851851852,0.0,0.0,1.0,1.0,0.0,0.0,135.0,131.0,1.0,135.0,41,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,441.0,112.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,28.0,27.0,4.0,112.0,41,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,334.0,28.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,27.0,1.0,28.0,41,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,427.0,126.0,0.0,0.9365079365079364,0.9126984126984128,1.0,0.0,0.9775280898876404,0.9767441860465116,1.0,0.0,89.0,86.0,4.0,126.0,42,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,414.0,139.0,0.0,1.0,0.9856115107913668,0.0,0.0,1.0,1.0,0.0,0.0,139.0,135.0,1.0,139.0,42,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,441.0,112.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,28.0,27.0,4.0,112.0,42,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,330.0,28.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,27.0,1.0,28.0,42,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,446.0,107.0,0.0,1.0,0.9906542056074766,1.0,0.0,1.0,1.0,1.0,0.0,82.0,80.0,4.0,107.0,43,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,413.0,140.0,0.0,1.0,0.9857142857142858,0.0,0.0,1.0,1.0,0.0,0.0,140.0,136.0,1.0,140.0,43,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,446.0,107.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,107.0,43,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,333.0,27.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,43,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,435.0,118.0,0.0,1.0,0.9830508474576272,1.0,0.0,1.0,1.0,1.0,0.0,86.0,83.0,4.0,118.0,44,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,414.0,139.0,0.0,1.0,0.9856115107913668,0.0,0.0,1.0,1.0,0.0,0.0,139.0,135.0,1.0,139.0,44,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,443.0,110.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,28.0,27.0,4.0,110.0,44,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,332.0,28.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,27.0,1.0,28.0,44,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,447.0,106.0,0.0,0.9622641509433962,0.9339622641509434,1.0,0.0,0.987012987012987,0.9866666666666668,1.0,0.0,77.0,75.0,4.0,106.0,45,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,413.0,140.0,0.0,1.0,0.9857142857142858,0.0,0.0,1.0,1.0,0.0,0.0,140.0,136.0,1.0,140.0,45,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,443.0,110.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,28.0,27.0,4.0,110.0,45,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,331.0,28.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,27.0,1.0,28.0,45,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,428.0,125.0,0.0,1.0,0.976,1.0,0.0,1.0,1.0,1.0,0.0,92.0,90.0,4.0,125.0,46,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,414.0,139.0,0.0,1.0,0.9856115107913668,0.0,0.0,1.0,1.0,0.0,0.0,139.0,135.0,1.0,139.0,46,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,443.0,110.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,28.0,27.0,4.0,110.0,46,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,332.0,28.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,27.0,1.0,28.0,46,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,451.0,102.0,0.0,0.9607843137254902,0.9411764705882352,1.0,0.0,0.9864864864864864,0.9859154929577464,1.0,0.0,74.0,71.0,4.0,102.0,47,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,418.0,135.0,0.0,1.0,0.9851851851851852,0.0,0.0,1.0,1.0,0.0,0.0,135.0,131.0,1.0,135.0,47,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,445.0,108.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,108.0,47,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,337.0,27.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,47,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,435.0,118.0,0.0,1.0,0.9915254237288136,1.0,0.0,1.0,1.0,1.0,0.0,88.0,86.0,4.0,118.0,48,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,418.0,135.0,0.0,1.0,0.9851851851851852,0.0,0.0,1.0,1.0,0.0,0.0,135.0,131.0,1.0,135.0,48,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,443.0,110.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,28.0,27.0,4.0,110.0,48,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,334.0,26.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,25.0,1.0,26.0,48,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,442.0,111.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,82.0,81.0,4.0,111.0,49,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,414.0,139.0,0.0,1.0,0.9856115107913668,0.0,0.0,1.0,1.0,0.0,0.0,139.0,135.0,1.0,139.0,49,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,448.0,105.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,105.0,49,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,336.0,27.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,49,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,435.0,118.0,0.0,1.0,0.9745762711864406,1.0,0.0,1.0,1.0,1.0,0.0,91.0,88.0,4.0,118.0,50,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,413.0,140.0,0.0,1.0,0.9857142857142858,0.0,0.0,1.0,1.0,0.0,0.0,140.0,136.0,1.0,140.0,50,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,443.0,110.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,28.0,27.0,4.0,110.0,50,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,331.0,28.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,27.0,1.0,28.0,50,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,439.0,114.0,0.0,0.9649122807017544,0.9649122807017544,1.0,0.0,0.9878048780487804,0.9876543209876544,1.0,0.0,82.0,81.0,4.0,114.0,51,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,418.0,135.0,0.0,1.0,0.9851851851851852,0.0,0.0,1.0,1.0,0.0,0.0,135.0,131.0,1.0,135.0,51,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,441.0,112.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,28.0,27.0,4.0,112.0,51,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,334.0,28.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,27.0,1.0,28.0,51,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,440.0,113.0,0.0,1.0,0.9823008849557522,1.0,0.0,1.0,1.0,1.0,0.0,84.0,82.0,4.0,113.0,52,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,414.0,139.0,0.0,1.0,0.9856115107913668,0.0,0.0,1.0,1.0,0.0,0.0,139.0,135.0,1.0,139.0,52,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,443.0,110.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,28.0,27.0,4.0,110.0,52,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,332.0,28.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,27.0,1.0,28.0,52,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,429.0,124.0,0.0,1.0,0.9919354838709676,1.0,0.0,1.0,1.0,1.0,0.0,82.0,80.0,4.0,124.0,53,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,413.0,140.0,0.0,1.0,0.9857142857142858,0.0,0.0,1.0,1.0,0.0,0.0,140.0,136.0,1.0,140.0,53,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,446.0,107.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,107.0,53,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,333.0,27.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,53,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,446.0,107.0,0.0,1.0,0.9813084112149532,1.0,0.0,1.0,1.0,1.0,0.0,85.0,82.0,4.0,107.0,54,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,414.0,139.0,0.0,1.0,0.9856115107913668,0.0,0.0,1.0,1.0,0.0,0.0,139.0,135.0,1.0,139.0,54,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,442.0,111.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,28.0,27.0,4.0,111.0,54,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,331.0,28.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,27.0,1.0,28.0,54,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,431.0,122.0,0.0,1.0,0.9918032786885246,1.0,0.0,1.0,1.0,1.0,0.0,89.0,88.0,4.0,122.0,55,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,418.0,135.0,0.0,1.0,0.9851851851851852,0.0,0.0,1.0,1.0,0.0,0.0,135.0,131.0,1.0,135.0,55,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,441.0,112.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,28.0,27.0,4.0,112.0,55,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,334.0,28.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,27.0,1.0,28.0,55,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,458.0,95.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,76.0,75.0,4.0,95.0,56,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,418.0,135.0,0.0,1.0,0.9851851851851852,0.0,0.0,1.0,1.0,0.0,0.0,135.0,131.0,1.0,135.0,56,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,442.0,111.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,28.0,27.0,4.0,111.0,56,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,335.0,28.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,27.0,1.0,28.0,56,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,450.0,103.0,0.0,1.0,0.9805825242718448,1.0,0.0,1.0,1.0,1.0,0.0,85.0,83.0,4.0,103.0,57,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,413.0,140.0,0.0,1.0,0.9857142857142858,0.0,0.0,1.0,1.0,0.0,0.0,140.0,136.0,1.0,140.0,57,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,449.0,104.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,104.0,57,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
