sample_id,dataset,drug_id,drug_name,cell_context,cell_type,cell_line,tissue,batch,dose,time,condition,control_sample_id,source_file,source_split,split,control,smiles,scaffold,split_random,split_cell_heldout,split_scaffold_heldout,split_cell_scaffold_heldout
"Myeloid cells, CEP-37440",openproblems_neurips2023,CEP-37440,CEP-37440,Myeloid cells,Myeloid cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2OC)CCC[C@H](N2CCN(CCO)CC2)C3)ncc1Cl,c1ccc(Nc2ccnc(Nc3ccc4c(c3)CCC[C@H](N3CCNCC3)C4)n2)cc1,train,train,train,train
"NK cells, CEP-37440",openproblems_neurips2023,CEP-37440,CEP-37440,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2OC)CCC[C@H](N2CCN(CCO)CC2)C3)ncc1Cl,c1ccc(Nc2ccnc(Nc3ccc4c(c3)CCC[C@H](N3CCNCC3)C4)n2)cc1,train,train,train,train
"T cells, CEP-37440",openproblems_neurips2023,CEP-37440,CEP-37440,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2OC)CCC[C@H](N2CCN(CCO)CC2)C3)ncc1Cl,c1ccc(Nc2ccnc(Nc3ccc4c(c3)CCC[C@H](N3CCNCC3)C4)n2)cc1,train,test,train,excluded
"NK cells, GSK256066",openproblems_neurips2023,GSK256066,GSK256066,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,COc1cccc(Nc2c(C(N)=O)cnc3c(C)cc(S(=O)(=O)c4cccc(C(=O)N(C)C)c4)cc23)c1,O=S(=O)(c1ccccc1)c1ccc2nccc(Nc3ccccc3)c2c1,train,train,train,train
"T cells, GSK256066",openproblems_neurips2023,GSK256066,GSK256066,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,COc1cccc(Nc2c(C(N)=O)cnc3c(C)cc(S(=O)(=O)c4cccc(C(=O)N(C)C)c4)cc23)c1,O=S(=O)(c1ccccc1)c1ccc2nccc(Nc3ccccc3)c2c1,train,test,train,excluded
"B cells, R428",openproblems_neurips2023,R428,R428,B cells,B cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Nc1nc(Nc2ccc3c(c2)CC[C@@H](N2CCCC2)CC3)nn1-c1cc2c(nn1)-c1ccccc1CCC2,c1ccc2c(c1)CCCc1cc(-n3cnc(Nc4ccc5c(c4)CC[C@@H](N4CCCC4)CC5)n3)nnc1-2,train,train,train,train
"Myeloid cells, R428",openproblems_neurips2023,R428,R428,Myeloid cells,Myeloid cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Nc1nc(Nc2ccc3c(c2)CC[C@@H](N2CCCC2)CC3)nn1-c1cc2c(nn1)-c1ccccc1CCC2,c1ccc2c(c1)CCCc1cc(-n3cnc(Nc4ccc5c(c4)CC[C@@H](N4CCCC4)CC5)n3)nnc1-2,train,train,train,train
"T cells, R428",openproblems_neurips2023,R428,R428,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Nc1nc(Nc2ccc3c(c2)CC[C@@H](N2CCCC2)CC3)nn1-c1cc2c(nn1)-c1ccccc1CCC2,c1ccc2c(c1)CCCc1cc(-n3cnc(Nc4ccc5c(c4)CC[C@@H](N4CCCC4)CC5)n3)nnc1-2,test,test,train,excluded
"B cells, Oxybenzone",openproblems_neurips2023,Oxybenzone,Oxybenzone,B cells,B cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,COc1ccc(C(=O)c2ccccc2)c(O)c1,O=C(c1ccccc1)c1ccccc1,train,train,train,train
"Myeloid cells, Oxybenzone",openproblems_neurips2023,Oxybenzone,Oxybenzone,Myeloid cells,Myeloid cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,COc1ccc(C(=O)c2ccccc2)c(O)c1,O=C(c1ccccc1)c1ccccc1,train,train,train,train
"NK cells, Oxybenzone",openproblems_neurips2023,Oxybenzone,Oxybenzone,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,COc1ccc(C(=O)c2ccccc2)c(O)c1,O=C(c1ccccc1)c1ccccc1,test,train,train,train
"T cells, Oxybenzone",openproblems_neurips2023,Oxybenzone,Oxybenzone,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,COc1ccc(C(=O)c2ccccc2)c(O)c1,O=C(c1ccccc1)c1ccccc1,train,test,train,excluded
"NK cells, Vandetanib",openproblems_neurips2023,Vandetanib,Vandetanib,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,c1ccc(Nc2ncnc3cc(OCC4CCNCC4)ccc23)cc1,test,train,train,train
"T cells, Vandetanib",openproblems_neurips2023,Vandetanib,Vandetanib,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,c1ccc(Nc2ncnc3cc(OCC4CCNCC4)ccc23)cc1,train,test,train,excluded
"NK cells, Imatinib",openproblems_neurips2023,Imatinib,Imatinib,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(CN2CCNCC2)cc1,train,train,train,train
"T cells, Imatinib",openproblems_neurips2023,Imatinib,Imatinib,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(CN2CCNCC2)cc1,train,test,train,excluded
"NK cells, SCH-58261",openproblems_neurips2023,SCH-58261,SCH-58261,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Nc1nc2c(cnn2CCc2ccccc2)c2nc(-c3ccco3)nn12,c1ccc(CCn2ncc3c2ncn2nc(-c4ccco4)nc32)cc1,train,train,train,train
"T cells, SCH-58261",openproblems_neurips2023,SCH-58261,SCH-58261,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Nc1nc2c(cnn2CCc2ccccc2)c2nc(-c3ccco3)nn12,c1ccc(CCn2ncc3c2ncn2nc(-c4ccco4)nc32)cc1,train,test,train,excluded
"NK cells, Colforsin",openproblems_neurips2023,Colforsin,Colforsin,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,C=C[C@@]1(C)CC(=O)[C@]2(O)[C@@]3(C)[C@@H](O)CCC(C)(C)[C@@H]3[C@H](O)[C@H](OC(C)=O)[C@@]2(C)O1,O=C1CCOC2CC[C@H]3CCCCC3C12,train,train,train,train
"T cells, Colforsin",openproblems_neurips2023,Colforsin,Colforsin,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,C=C[C@@]1(C)CC(=O)[C@]2(O)[C@@]3(C)[C@@H](O)CCC(C)(C)[C@@H]3[C@H](O)[C@H](OC(C)=O)[C@@]2(C)O1,O=C1CCOC2CC[C@H]3CCCCC3C12,train,test,train,excluded
"B cells, Tivantinib",openproblems_neurips2023,Tivantinib,Tivantinib,B cells,B cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,O=C1NC(=O)[C@@H](c2cn3c4c(cccc24)CCC3)[C@@H]1c1c[nH]c2ccccc12,O=C1NC(=O)[C@@H](c2cn3c4c(cccc24)CCC3)[C@@H]1c1c[nH]c2ccccc12,train,train,train,train
"Myeloid cells, Tivantinib",openproblems_neurips2023,Tivantinib,Tivantinib,Myeloid cells,Myeloid cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,O=C1NC(=O)[C@@H](c2cn3c4c(cccc24)CCC3)[C@@H]1c1c[nH]c2ccccc12,O=C1NC(=O)[C@@H](c2cn3c4c(cccc24)CCC3)[C@@H]1c1c[nH]c2ccccc12,train,train,train,train
"NK cells, Tivantinib",openproblems_neurips2023,Tivantinib,Tivantinib,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,O=C1NC(=O)[C@@H](c2cn3c4c(cccc24)CCC3)[C@@H]1c1c[nH]c2ccccc12,O=C1NC(=O)[C@@H](c2cn3c4c(cccc24)CCC3)[C@@H]1c1c[nH]c2ccccc12,train,train,train,train
"T cells, Tivantinib",openproblems_neurips2023,Tivantinib,Tivantinib,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,O=C1NC(=O)[C@@H](c2cn3c4c(cccc24)CCC3)[C@@H]1c1c[nH]c2ccccc12,O=C1NC(=O)[C@@H](c2cn3c4c(cccc24)CCC3)[C@@H]1c1c[nH]c2ccccc12,train,test,train,excluded
"NK cells, Tosedostat",openproblems_neurips2023,Tosedostat,Tosedostat,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CC(C)C[C@@H](C(=O)N[C@H](C(=O)OC1CCCC1)c1ccccc1)[C@H](O)C(=O)NO,O=C(Cc1ccccc1)OC1CCCC1,test,train,train,train
"T cells, Tosedostat",openproblems_neurips2023,Tosedostat,Tosedostat,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CC(C)C[C@@H](C(=O)N[C@H](C(=O)OC1CCCC1)c1ccccc1)[C@H](O)C(=O)NO,O=C(Cc1ccccc1)OC1CCCC1,train,test,train,excluded
"B cells, Colchicine",openproblems_neurips2023,Colchicine,Colchicine,B cells,B cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,O=c1cccc2c(c1)CCCc1ccccc1-2,train,train,train,train
"Myeloid cells, Colchicine",openproblems_neurips2023,Colchicine,Colchicine,Myeloid cells,Myeloid cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,O=c1cccc2c(c1)CCCc1ccccc1-2,train,train,train,train
"NK cells, Colchicine",openproblems_neurips2023,Colchicine,Colchicine,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,O=c1cccc2c(c1)CCCc1ccccc1-2,train,train,train,train
"T cells, Colchicine",openproblems_neurips2023,Colchicine,Colchicine,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,O=c1cccc2c(c1)CCCc1ccccc1-2,test,test,train,excluded
"NK cells, ABT-199 (GDC-0199)",openproblems_neurips2023,ABT-199 (GDC-0199),ABT-199 (GDC-0199),NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)cc1)c1ccc(N2CCN(CC3=C(c4ccccc4)CCCC3)CC2)cc1Oc1cnc2[nH]ccc2c1,train,train,train,train
"T cells, ABT-199 (GDC-0199)",openproblems_neurips2023,ABT-199 (GDC-0199),ABT-199 (GDC-0199),T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)cc1)c1ccc(N2CCN(CC3=C(c4ccccc4)CCCC3)CC2)cc1Oc1cnc2[nH]ccc2c1,test,test,train,excluded
"NK cells, Mometasone Furoate",openproblems_neurips2023,Mometasone Furoate,Mometasone Furoate,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2C(OC(=O)c3ccco3)CC[C@H]21,train,train,train,train
"T cells, Mometasone Furoate",openproblems_neurips2023,Mometasone Furoate,Mometasone Furoate,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2C(OC(=O)c3ccco3)CC[C@H]21,train,test,train,excluded
"NK cells, Tipifarnib",openproblems_neurips2023,Tipifarnib,Tipifarnib,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,O=c1cc(-c2ccccc2)c2cc(C(c3ccccc3)c3cnc[nH]3)ccc2[nH]1,train,train,test,excluded
"T cells, Tipifarnib",openproblems_neurips2023,Tipifarnib,Tipifarnib,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,O=c1cc(-c2ccccc2)c2cc(C(c3ccccc3)c3cnc[nH]3)ccc2[nH]1,train,test,test,test
"B cells, BX 912",openproblems_neurips2023,BX 912,BX 912,B cells,B cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,O=C(Nc1cccc(Nc2ncc(Br)c(NCCc3c[nH]cn3)n2)c1)N1CCCC1,O=C(Nc1cccc(Nc2nccc(NCCc3c[nH]cn3)n2)c1)N1CCCC1,test,train,train,train
"Myeloid cells, BX 912",openproblems_neurips2023,BX 912,BX 912,Myeloid cells,Myeloid cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,O=C(Nc1cccc(Nc2ncc(Br)c(NCCc3c[nH]cn3)n2)c1)N1CCCC1,O=C(Nc1cccc(Nc2nccc(NCCc3c[nH]cn3)n2)c1)N1CCCC1,train,train,train,train
"NK cells, BX 912",openproblems_neurips2023,BX 912,BX 912,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,O=C(Nc1cccc(Nc2ncc(Br)c(NCCc3c[nH]cn3)n2)c1)N1CCCC1,O=C(Nc1cccc(Nc2nccc(NCCc3c[nH]cn3)n2)c1)N1CCCC1,train,train,train,train
"T cells, BX 912",openproblems_neurips2023,BX 912,BX 912,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,O=C(Nc1cccc(Nc2ncc(Br)c(NCCc3c[nH]cn3)n2)c1)N1CCCC1,O=C(Nc1cccc(Nc2nccc(NCCc3c[nH]cn3)n2)c1)N1CCCC1,train,test,train,excluded
"NK cells, Doxorubicin",openproblems_neurips2023,Doxorubicin,Doxorubicin,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,O=C1c2ccccc2C(=O)c2cc3c(cc21)CCC[C@@H]3O[C@H]1CCCCO1,train,train,train,train
"T cells, Doxorubicin",openproblems_neurips2023,Doxorubicin,Doxorubicin,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,O=C1c2ccccc2C(=O)c2cc3c(cc21)CCC[C@@H]3O[C@H]1CCCCO1,train,test,train,excluded
"NK cells, PF-03814735",openproblems_neurips2023,PF-03814735,PF-03814735,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CC(=O)NCC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)cc12,c1cc(NC2CCC2)nc(Nc2ccc3c(c2)[C@H]2CC[C@@H]3N2)n1,train,train,test,excluded
"T cells, PF-03814735",openproblems_neurips2023,PF-03814735,PF-03814735,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CC(=O)NCC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)cc12,c1cc(NC2CCC2)nc(Nc2ccc3c(c2)[C@H]2CC[C@@H]3N2)n1,train,test,test,test
"NK cells, AZD4547",openproblems_neurips2023,AZD4547,AZD4547,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,COc1cc(CCc2cc(NC(=O)c3ccc(N4C[C@@H](C)N[C@@H](C)C4)cc3)[nH]n2)cc(OC)c1,O=C(Nc1cc(CCc2ccccc2)n[nH]1)c1ccc(N2CCNCC2)cc1,train,train,train,train
"T cells, AZD4547",openproblems_neurips2023,AZD4547,AZD4547,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,COc1cc(CCc2cc(NC(=O)c3ccc(N4C[C@@H](C)N[C@@H](C)C4)cc3)[nH]n2)cc(OC)c1,O=C(Nc1cc(CCc2ccccc2)n[nH]1)c1ccc(N2CCNCC2)cc1,train,test,train,excluded
"NK cells, Prednisolone",openproblems_neurips2023,Prednisolone,Prednisolone,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC[C@H]21,test,train,train,train
"T cells, Prednisolone",openproblems_neurips2023,Prednisolone,Prednisolone,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC[C@H]21,train,test,train,excluded
"NK cells, Tacalcitol",openproblems_neurips2023,Tacalcitol,Tacalcitol,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CC[C@@H](O)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,C=C1CCCC/C1=C/C=C1\CCCC2CCC[C@@H]12,train,train,train,train
"T cells, Tacalcitol",openproblems_neurips2023,Tacalcitol,Tacalcitol,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CC[C@@H](O)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,C=C1CCCC/C1=C/C=C1\CCCC2CCC[C@@H]12,train,test,train,excluded
"B cells, Selumetinib",openproblems_neurips2023,Selumetinib,Selumetinib,B cells,B cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,c1ccc(Nc2ccc3[nH]cnc3c2)cc1,train,train,train,train
"Myeloid cells, Selumetinib",openproblems_neurips2023,Selumetinib,Selumetinib,Myeloid cells,Myeloid cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,c1ccc(Nc2ccc3[nH]cnc3c2)cc1,train,train,train,train
"NK cells, Selumetinib",openproblems_neurips2023,Selumetinib,Selumetinib,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,c1ccc(Nc2ccc3[nH]cnc3c2)cc1,train,train,train,train
"T cells, Selumetinib",openproblems_neurips2023,Selumetinib,Selumetinib,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,c1ccc(Nc2ccc3[nH]cnc3c2)cc1,train,test,train,excluded
"NK cells, Clotrimazole",openproblems_neurips2023,Clotrimazole,Clotrimazole,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,c1ccc(C(c2ccccc2)(c2ccccc2)n2ccnc2)cc1,test,train,test,excluded
"T cells, Clotrimazole",openproblems_neurips2023,Clotrimazole,Clotrimazole,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,c1ccc(C(c2ccccc2)(c2ccccc2)n2ccnc2)cc1,train,test,test,test
"B cells, RG7090",openproblems_neurips2023,RG7090,RG7090,B cells,B cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,Cc1nc(C#Cc2ccnc(Cl)c2)c(C)n1-c1ccc(F)cc1,C(#Cc1cn(-c2ccccc2)cn1)c1ccncc1,train,train,train,train
"Myeloid cells, RG7090",openproblems_neurips2023,RG7090,RG7090,Myeloid cells,Myeloid cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,Cc1nc(C#Cc2ccnc(Cl)c2)c(C)n1-c1ccc(F)cc1,C(#Cc1cn(-c2ccccc2)cn1)c1ccncc1,train,train,train,train
"NK cells, RG7090",openproblems_neurips2023,RG7090,RG7090,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Cc1nc(C#Cc2ccnc(Cl)c2)c(C)n1-c1ccc(F)cc1,C(#Cc1cn(-c2ccccc2)cn1)c1ccncc1,train,train,train,train
"T cells, RG7090",openproblems_neurips2023,RG7090,RG7090,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Cc1nc(C#Cc2ccnc(Cl)c2)c(C)n1-c1ccc(F)cc1,C(#Cc1cn(-c2ccccc2)cn1)c1ccncc1,test,test,train,excluded
"B cells, GLPG0634",openproblems_neurips2023,GLPG0634,GLPG0634,B cells,B cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,train,train,test,excluded
"Myeloid cells, GLPG0634",openproblems_neurips2023,GLPG0634,GLPG0634,Myeloid cells,Myeloid cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,train,train,test,excluded
"NK cells, GLPG0634",openproblems_neurips2023,GLPG0634,GLPG0634,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,train,train,test,excluded
"T cells, GLPG0634",openproblems_neurips2023,GLPG0634,GLPG0634,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,train,test,test,test
"NK cells, Mubritinib (TAK 165)",openproblems_neurips2023,Mubritinib (TAK 165),Mubritinib (TAK 165),NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,FC(F)(F)c1ccc(/C=C/c2nc(COc3ccc(CCCCn4ccnn4)cc3)co2)cc1,C(=C/c1nc(COc2ccc(CCCCn3ccnn3)cc2)co1)\c1ccccc1,train,train,train,train
