dataset,seed,split_key,split_type,model_name,mean_all_gene_pearson,mean_all_gene_rmse,mean_top50_overlap,mean_top100_overlap,mean_top200_overlap,mean_top50_direction_agreement,mean_top100_direction_agreement,mean_top200_direction_agreement,n_train,n_val,n_test,runtime_seconds
sciplex3_24h_top2000,24,cell_heldout,cell_heldout,transigen_adapted_sciplex3,0.0246943410092353,0.9706334042008968,0.0747311827956989,0.1103494623655914,0.1486827956989247,0.5263709677419355,0.5093145161290322,0.5130309139784947,1456,146,744,0.1326789855957031
sciplex3_24h_top2000,24,scaffold_heldout,scaffold_heldout,transigen_adapted_sciplex3,0.2074621652227778,0.0834572945546818,0.161203007518797,0.1960651629072681,0.2409523809523809,0.6393984962406015,0.6362155388471179,0.6303258145363408,1801,180,399,0.1575350761413574
sciplex3_24h_top2000,24,cell_scaffold_heldout,cell_scaffold_heldout,transigen_adapted_sciplex3,0.0182974560521502,1.255620060037524,0.068955223880597,0.1026119402985074,0.1469029850746268,0.5144776119402985,0.5214179104477612,0.5116044776119404,1191,119,134,0.1014378070831298
sciplex3_24h_top2000,25,random,random,transigen_adapted_sciplex3,0.2355584730820704,0.0780455234280924,0.1767037861915367,0.2052115812917595,0.2529621380846324,0.6715812917594656,0.6693318485523385,0.6592873051224943,1751,175,449,0.1453092098236084
sciplex3_24h_top2000,25,cell_heldout,cell_heldout,transigen_adapted_sciplex3,0.0095626657084394,0.2369005558666727,0.0715159944367176,0.0866898470097357,0.1268915159944367,0.5150486787204451,0.5160500695410292,0.5053963838664812,1481,148,719,0.1210741996765136
sciplex3_24h_top2000,25,scaffold_heldout,scaffold_heldout,transigen_adapted_sciplex3,0.1844630190180489,0.0791519288964403,0.1556608478802992,0.1839900249376558,0.2336783042394015,0.6363092269326682,0.6316708229426434,0.6229800498753117,1799,180,401,0.1460039615631103
sciplex3_24h_top2000,25,cell_scaffold_heldout,cell_scaffold_heldout,transigen_adapted_sciplex3,0.0136062510324027,0.3346807845015159,0.0498484848484848,0.0796212121212121,0.1288636363636363,0.5065151515151516,0.5028787878787878,0.5021969696969698,1212,121,132,0.1088640689849853
sciplex3_24h_top2000,26,random,random,transigen_adapted_sciplex3,0.2130219670292451,0.0775106317882376,0.1471461716937355,0.184292343387471,0.2350928074245939,0.6588399071925753,0.6519489559164734,0.6442111368909512,1769,177,431,0.1783342361450195
sciplex3_24h_top2000,26,cell_heldout,cell_heldout,transigen_adapted_sciplex3,0.0301363665828932,1.2097665650055354,0.096505376344086,0.1096102150537634,0.1487903225806451,0.5371774193548386,0.5275806451612903,0.5252822580645161,1456,146,744,0.1202840805053711
sciplex3_24h_top2000,26,scaffold_heldout,scaffold_heldout,transigen_adapted_sciplex3,0.2393565784496971,0.0863086069769805,0.1747826086956522,0.201231884057971,0.2451811594202898,0.6803381642512076,0.6696135265700482,0.6584782608695653,1786,179,414,0.1432540416717529
sciplex3_24h_top2000,26,cell_scaffold_heldout,cell_scaffold_heldout,transigen_adapted_sciplex3,0.0048848267945979,0.9401010902226706,0.0946762589928057,0.1042446043165467,0.1365107913669065,0.5130935251798561,0.5179136690647482,0.510863309352518,1181,118,139,0.1051690578460693
sciplex3_24h_top2000,27,random,random,transigen_adapted_sciplex3,0.2436447527647454,0.0793799194526027,0.1849545454545454,0.2113409090909091,0.2534886363636363,0.6773636363636364,0.673340909090909,0.66425,1760,176,440,0.1515541076660156
sciplex3_24h_top2000,27,cell_heldout,cell_heldout,transigen_adapted_sciplex3,0.0433596203211599,0.4129504896878826,0.0484561891515994,0.0798191933240611,0.1208066759388039,0.5402225312934631,0.5288038942976356,0.5265646731571627,1481,148,719,0.1399328708648681
sciplex3_24h_top2000,27,scaffold_heldout,scaffold_heldout,transigen_adapted_sciplex3,0.2009309309145822,0.0821806747191171,0.1614070351758794,0.1924874371859296,0.2373366834170854,0.6417587939698493,0.6397236180904523,0.6331909547738693,1802,180,398,0.1545803546905517
sciplex3_24h_top2000,27,cell_scaffold_heldout,cell_scaffold_heldout,transigen_adapted_sciplex3,0.0217985088382562,0.4728014066996571,0.0425954198473282,0.0677862595419847,0.1109160305343511,0.5389312977099237,0.5244274809160304,0.5190076335877863,1214,121,131,0.1024367809295654
sciplex3_24h_top2000,28,random,random,transigen_adapted_sciplex3,0.2411266527187932,0.0814005569426153,0.1725173210161663,0.2008775981524249,0.24729792147806,0.6747344110854503,0.6729099307159353,0.6652886836027714,1767,177,433,0.1469917297363281
sciplex3_24h_top2000,28,cell_heldout,cell_heldout,transigen_adapted_sciplex3,0.0294856051389632,0.5334228682739862,0.0979694019471488,0.1061196105702364,0.1560013908205841,0.5248122392211405,0.5320584144645341,0.5292837273991655,1481,148,719,0.1259651184082031
sciplex3_24h_top2000,28,scaffold_heldout,scaffold_heldout,transigen_adapted_sciplex3,0.2103550598301468,0.0815001483126123,0.1625247524752475,0.1900742574257425,0.2374628712871287,0.6502970297029703,0.650519801980198,0.643279702970297,1796,180,404,0.147935152053833
sciplex3_24h_top2000,28,cell_scaffold_heldout,cell_scaffold_heldout,transigen_adapted_sciplex3,0.0156756934552541,0.4506542229212206,0.083941605839416,0.0983941605839416,0.1468978102189781,0.4992700729927007,0.5162043795620438,0.5201824817518248,1214,121,137,0.1074271202087402
sciplex3_24h_top2000,29,random,random,transigen_adapted_sciplex3,0.2268213319882696,0.0828609152496999,0.1651231527093596,0.1957142857142857,0.2452216748768473,0.6582266009852217,0.6584975369458127,0.6534605911330049,1794,179,406,0.143207311630249
sciplex3_24h_top2000,29,cell_heldout,cell_heldout,transigen_adapted_sciplex3,0.0137936800055546,0.415485681631753,0.0454002713704206,0.0841519674355495,0.1374219810040705,0.497774762550882,0.5156173677069199,0.5145115332428766,1463,146,737,0.1256906986236572
sciplex3_24h_top2000,29,scaffold_heldout,scaffold_heldout,transigen_adapted_sciplex3,0.1959428658675744,0.0786871823846558,0.1468257756563246,0.1783054892601432,0.2234486873508353,0.6429116945107398,0.6389976133651551,0.6332458233890214,1781,178,419,0.15260910987854
sciplex3_24h_top2000,29,cell_scaffold_heldout,cell_scaffold_heldout,transigen_adapted_sciplex3,0.0196389448299584,0.3116294161749902,0.0624285714285714,0.0903571428571428,0.1314642857142857,0.5102857142857143,0.5195714285714286,0.5133214285714286,1184,118,140,0.1456539630889892
sciplex3_24h_top2000,30,random,random,transigen_adapted_sciplex3,0.2454721822296298,0.0813671310306353,0.1748915662650602,0.2068192771084337,0.254710843373494,0.6767228915662651,0.6776385542168676,0.6699518072289158,1785,178,415,0.1455240249633789
sciplex3_24h_top2000,30,cell_heldout,cell_heldout,transigen_adapted_sciplex3,0.0599670215821544,1.0275066555474206,0.0623066485753052,0.0885345997286295,0.135067842605156,0.5396472184531886,0.5439077340569878,0.5436092265943012,1463,146,737,0.1231517791748046
sciplex3_24h_top2000,30,scaffold_heldout,scaffold_heldout,transigen_adapted_sciplex3,0.2066540593001225,0.0805883653553709,0.1707586206896551,0.1941379310344827,0.2363103448275862,0.6481379310344828,0.6446666666666667,0.636448275862069,1765,176,435,0.1580348014831543
sciplex3_24h_top2000,30,cell_scaffold_heldout,cell_scaffold_heldout,transigen_adapted_sciplex3,0.031072059763494,0.6973148706304457,0.0692413793103448,0.0884827586206896,0.1309310344827586,0.5067586206896552,0.5271724137931034,0.5205172413793103,1173,117,145,0.1073031425476074
