record_id,drug_name,cell_line,dose_value,time,n_cells,smiles,isomeric_smiles,pubchem_cid,scaffold,sample_id,cell_line_24h_control_profile
BMS-536924__K562__100nM__24h,BMS-536924,K562,100.0,24.0,260,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NC[C@H](C4=CC(=CC=C4)Cl)O)N5CCOCC5,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NC[C@H](C4=CC(=CC=C4)Cl)O)N5CCOCC5,135440466,O=c1[nH]ccc(NCCc2ccccc2)c1-c1nc2ccc(N3CCOCC3)cc2[nH]1,BMS-536924__K562__100nM__24h,K562_24h_control_profile
BMS-536924__K562__1000nM__24h,BMS-536924,K562,1000.0,24.0,300,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NC[C@H](C4=CC(=CC=C4)Cl)O)N5CCOCC5,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NC[C@H](C4=CC(=CC=C4)Cl)O)N5CCOCC5,135440466,O=c1[nH]ccc(NCCc2ccccc2)c1-c1nc2ccc(N3CCOCC3)cc2[nH]1,BMS-536924__K562__1000nM__24h,K562_24h_control_profile
BMS-536924__K562__10000nM__24h,BMS-536924,K562,10000.0,24.0,222,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NC[C@H](C4=CC(=CC=C4)Cl)O)N5CCOCC5,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NC[C@H](C4=CC(=CC=C4)Cl)O)N5CCOCC5,135440466,O=c1[nH]ccc(NCCc2ccccc2)c1-c1nc2ccc(N3CCOCC3)cc2[nH]1,BMS-536924__K562__10000nM__24h,K562_24h_control_profile
BMS-536924__MCF7__10nM__24h,BMS-536924,MCF7,10.0,24.0,459,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NC[C@H](C4=CC(=CC=C4)Cl)O)N5CCOCC5,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NC[C@H](C4=CC(=CC=C4)Cl)O)N5CCOCC5,135440466,O=c1[nH]ccc(NCCc2ccccc2)c1-c1nc2ccc(N3CCOCC3)cc2[nH]1,BMS-536924__MCF7__10nM__24h,MCF7_24h_control_profile
BMS-536924__MCF7__100nM__24h,BMS-536924,MCF7,100.0,24.0,338,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NC[C@H](C4=CC(=CC=C4)Cl)O)N5CCOCC5,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NC[C@H](C4=CC(=CC=C4)Cl)O)N5CCOCC5,135440466,O=c1[nH]ccc(NCCc2ccccc2)c1-c1nc2ccc(N3CCOCC3)cc2[nH]1,BMS-536924__MCF7__100nM__24h,MCF7_24h_control_profile
BMS-536924__MCF7__1000nM__24h,BMS-536924,MCF7,1000.0,24.0,299,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NC[C@H](C4=CC(=CC=C4)Cl)O)N5CCOCC5,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NC[C@H](C4=CC(=CC=C4)Cl)O)N5CCOCC5,135440466,O=c1[nH]ccc(NCCc2ccccc2)c1-c1nc2ccc(N3CCOCC3)cc2[nH]1,BMS-536924__MCF7__1000nM__24h,MCF7_24h_control_profile
BMS-536924__MCF7__10000nM__24h,BMS-536924,MCF7,10000.0,24.0,359,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NC[C@H](C4=CC(=CC=C4)Cl)O)N5CCOCC5,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NC[C@H](C4=CC(=CC=C4)Cl)O)N5CCOCC5,135440466,O=c1[nH]ccc(NCCc2ccccc2)c1-c1nc2ccc(N3CCOCC3)cc2[nH]1,BMS-536924__MCF7__10000nM__24h,MCF7_24h_control_profile
BMS-754807__A549__10nM__24h,BMS-754807,A549,10.0,24.0,182,C[C@]1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F,C[C@]1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F,24785538,O=C(Nc1cccnc1)C1CCCN1c1nc(Nc2cc(C3CC3)[nH]n2)c2cccn2n1,BMS-754807__A549__10nM__24h,A549_24h_control_profile
BMS-754807__A549__100nM__24h,BMS-754807,A549,100.0,24.0,216,C[C@]1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F,C[C@]1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F,24785538,O=C(Nc1cccnc1)C1CCCN1c1nc(Nc2cc(C3CC3)[nH]n2)c2cccn2n1,BMS-754807__A549__100nM__24h,A549_24h_control_profile
BMS-754807__A549__1000nM__24h,BMS-754807,A549,1000.0,24.0,165,C[C@]1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F,C[C@]1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F,24785538,O=C(Nc1cccnc1)C1CCCN1c1nc(Nc2cc(C3CC3)[nH]n2)c2cccn2n1,BMS-754807__A549__1000nM__24h,A549_24h_control_profile
BMS-754807__A549__10000nM__24h,BMS-754807,A549,10000.0,24.0,141,C[C@]1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F,C[C@]1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F,24785538,O=C(Nc1cccnc1)C1CCCN1c1nc(Nc2cc(C3CC3)[nH]n2)c2cccn2n1,BMS-754807__A549__10000nM__24h,A549_24h_control_profile
BMS-754807__K562__10nM__24h,BMS-754807,K562,10.0,24.0,264,C[C@]1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F,C[C@]1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F,24785538,O=C(Nc1cccnc1)C1CCCN1c1nc(Nc2cc(C3CC3)[nH]n2)c2cccn2n1,BMS-754807__K562__10nM__24h,K562_24h_control_profile
BMS-754807__K562__100nM__24h,BMS-754807,K562,100.0,24.0,286,C[C@]1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F,C[C@]1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F,24785538,O=C(Nc1cccnc1)C1CCCN1c1nc(Nc2cc(C3CC3)[nH]n2)c2cccn2n1,BMS-754807__K562__100nM__24h,K562_24h_control_profile
BMS-754807__K562__1000nM__24h,BMS-754807,K562,1000.0,24.0,274,C[C@]1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F,C[C@]1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F,24785538,O=C(Nc1cccnc1)C1CCCN1c1nc(Nc2cc(C3CC3)[nH]n2)c2cccn2n1,BMS-754807__K562__1000nM__24h,K562_24h_control_profile
BMS-754807__K562__10000nM__24h,BMS-754807,K562,10000.0,24.0,205,C[C@]1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F,C[C@]1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F,24785538,O=C(Nc1cccnc1)C1CCCN1c1nc(Nc2cc(C3CC3)[nH]n2)c2cccn2n1,BMS-754807__K562__10000nM__24h,K562_24h_control_profile
BMS-754807__MCF7__10nM__24h,BMS-754807,MCF7,10.0,24.0,398,C[C@]1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F,C[C@]1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F,24785538,O=C(Nc1cccnc1)C1CCCN1c1nc(Nc2cc(C3CC3)[nH]n2)c2cccn2n1,BMS-754807__MCF7__10nM__24h,MCF7_24h_control_profile
BMS-754807__MCF7__100nM__24h,BMS-754807,MCF7,100.0,24.0,331,C[C@]1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F,C[C@]1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F,24785538,O=C(Nc1cccnc1)C1CCCN1c1nc(Nc2cc(C3CC3)[nH]n2)c2cccn2n1,BMS-754807__MCF7__100nM__24h,MCF7_24h_control_profile
BMS-754807__MCF7__1000nM__24h,BMS-754807,MCF7,1000.0,24.0,331,C[C@]1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F,C[C@]1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F,24785538,O=C(Nc1cccnc1)C1CCCN1c1nc(Nc2cc(C3CC3)[nH]n2)c2cccn2n1,BMS-754807__MCF7__1000nM__24h,MCF7_24h_control_profile
BMS-754807__MCF7__10000nM__24h,BMS-754807,MCF7,10000.0,24.0,159,C[C@]1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F,C[C@]1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F,24785538,O=C(Nc1cccnc1)C1CCCN1c1nc(Nc2cc(C3CC3)[nH]n2)c2cccn2n1,BMS-754807__MCF7__10000nM__24h,MCF7_24h_control_profile
BMS-911543__A549__10nM__24h,BMS-911543,A549,10.0,24.0,168,CCN1C(=CC2=C3C(=C(N=C21)NC4=NN(C(=C4)C)C)N=CN3C)C(=O)N(C5CC5)C6CC6,CCN1C(=CC2=C3C(=C(N=C21)NC4=NN(C(=C4)C)C)N=CN3C)C(=O)N(C5CC5)C6CC6,50922691,O=C(c1cc2c(nc(Nc3cc[nH]n3)c3nc[nH]c32)[nH]1)N(C1CC1)C1CC1,BMS-911543__A549__10nM__24h,A549_24h_control_profile
BMS-911543__A549__100nM__24h,BMS-911543,A549,100.0,24.0,190,CCN1C(=CC2=C3C(=C(N=C21)NC4=NN(C(=C4)C)C)N=CN3C)C(=O)N(C5CC5)C6CC6,CCN1C(=CC2=C3C(=C(N=C21)NC4=NN(C(=C4)C)C)N=CN3C)C(=O)N(C5CC5)C6CC6,50922691,O=C(c1cc2c(nc(Nc3cc[nH]n3)c3nc[nH]c32)[nH]1)N(C1CC1)C1CC1,BMS-911543__A549__100nM__24h,A549_24h_control_profile
BMS-911543__A549__1000nM__24h,BMS-911543,A549,1000.0,24.0,219,CCN1C(=CC2=C3C(=C(N=C21)NC4=NN(C(=C4)C)C)N=CN3C)C(=O)N(C5CC5)C6CC6,CCN1C(=CC2=C3C(=C(N=C21)NC4=NN(C(=C4)C)C)N=CN3C)C(=O)N(C5CC5)C6CC6,50922691,O=C(c1cc2c(nc(Nc3cc[nH]n3)c3nc[nH]c32)[nH]1)N(C1CC1)C1CC1,BMS-911543__A549__1000nM__24h,A549_24h_control_profile
BMS-911543__A549__10000nM__24h,BMS-911543,A549,10000.0,24.0,156,CCN1C(=CC2=C3C(=C(N=C21)NC4=NN(C(=C4)C)C)N=CN3C)C(=O)N(C5CC5)C6CC6,CCN1C(=CC2=C3C(=C(N=C21)NC4=NN(C(=C4)C)C)N=CN3C)C(=O)N(C5CC5)C6CC6,50922691,O=C(c1cc2c(nc(Nc3cc[nH]n3)c3nc[nH]c32)[nH]1)N(C1CC1)C1CC1,BMS-911543__A549__10000nM__24h,A549_24h_control_profile
BMS-911543__K562__10nM__24h,BMS-911543,K562,10.0,24.0,214,CCN1C(=CC2=C3C(=C(N=C21)NC4=NN(C(=C4)C)C)N=CN3C)C(=O)N(C5CC5)C6CC6,CCN1C(=CC2=C3C(=C(N=C21)NC4=NN(C(=C4)C)C)N=CN3C)C(=O)N(C5CC5)C6CC6,50922691,O=C(c1cc2c(nc(Nc3cc[nH]n3)c3nc[nH]c32)[nH]1)N(C1CC1)C1CC1,BMS-911543__K562__10nM__24h,K562_24h_control_profile
BMS-911543__K562__100nM__24h,BMS-911543,K562,100.0,24.0,200,CCN1C(=CC2=C3C(=C(N=C21)NC4=NN(C(=C4)C)C)N=CN3C)C(=O)N(C5CC5)C6CC6,CCN1C(=CC2=C3C(=C(N=C21)NC4=NN(C(=C4)C)C)N=CN3C)C(=O)N(C5CC5)C6CC6,50922691,O=C(c1cc2c(nc(Nc3cc[nH]n3)c3nc[nH]c32)[nH]1)N(C1CC1)C1CC1,BMS-911543__K562__100nM__24h,K562_24h_control_profile
BMS-911543__K562__1000nM__24h,BMS-911543,K562,1000.0,24.0,238,CCN1C(=CC2=C3C(=C(N=C21)NC4=NN(C(=C4)C)C)N=CN3C)C(=O)N(C5CC5)C6CC6,CCN1C(=CC2=C3C(=C(N=C21)NC4=NN(C(=C4)C)C)N=CN3C)C(=O)N(C5CC5)C6CC6,50922691,O=C(c1cc2c(nc(Nc3cc[nH]n3)c3nc[nH]c32)[nH]1)N(C1CC1)C1CC1,BMS-911543__K562__1000nM__24h,K562_24h_control_profile
BMS-911543__K562__10000nM__24h,BMS-911543,K562,10000.0,24.0,264,CCN1C(=CC2=C3C(=C(N=C21)NC4=NN(C(=C4)C)C)N=CN3C)C(=O)N(C5CC5)C6CC6,CCN1C(=CC2=C3C(=C(N=C21)NC4=NN(C(=C4)C)C)N=CN3C)C(=O)N(C5CC5)C6CC6,50922691,O=C(c1cc2c(nc(Nc3cc[nH]n3)c3nc[nH]c32)[nH]1)N(C1CC1)C1CC1,BMS-911543__K562__10000nM__24h,K562_24h_control_profile
BMS-911543__MCF7__10nM__24h,BMS-911543,MCF7,10.0,24.0,421,CCN1C(=CC2=C3C(=C(N=C21)NC4=NN(C(=C4)C)C)N=CN3C)C(=O)N(C5CC5)C6CC6,CCN1C(=CC2=C3C(=C(N=C21)NC4=NN(C(=C4)C)C)N=CN3C)C(=O)N(C5CC5)C6CC6,50922691,O=C(c1cc2c(nc(Nc3cc[nH]n3)c3nc[nH]c32)[nH]1)N(C1CC1)C1CC1,BMS-911543__MCF7__10nM__24h,MCF7_24h_control_profile
BMS-911543__MCF7__100nM__24h,BMS-911543,MCF7,100.0,24.0,459,CCN1C(=CC2=C3C(=C(N=C21)NC4=NN(C(=C4)C)C)N=CN3C)C(=O)N(C5CC5)C6CC6,CCN1C(=CC2=C3C(=C(N=C21)NC4=NN(C(=C4)C)C)N=CN3C)C(=O)N(C5CC5)C6CC6,50922691,O=C(c1cc2c(nc(Nc3cc[nH]n3)c3nc[nH]c32)[nH]1)N(C1CC1)C1CC1,BMS-911543__MCF7__100nM__24h,MCF7_24h_control_profile
BMS-911543__MCF7__1000nM__24h,BMS-911543,MCF7,1000.0,24.0,532,CCN1C(=CC2=C3C(=C(N=C21)NC4=NN(C(=C4)C)C)N=CN3C)C(=O)N(C5CC5)C6CC6,CCN1C(=CC2=C3C(=C(N=C21)NC4=NN(C(=C4)C)C)N=CN3C)C(=O)N(C5CC5)C6CC6,50922691,O=C(c1cc2c(nc(Nc3cc[nH]n3)c3nc[nH]c32)[nH]1)N(C1CC1)C1CC1,BMS-911543__MCF7__1000nM__24h,MCF7_24h_control_profile
BMS-911543__MCF7__10000nM__24h,BMS-911543,MCF7,10000.0,24.0,543,CCN1C(=CC2=C3C(=C(N=C21)NC4=NN(C(=C4)C)C)N=CN3C)C(=O)N(C5CC5)C6CC6,CCN1C(=CC2=C3C(=C(N=C21)NC4=NN(C(=C4)C)C)N=CN3C)C(=O)N(C5CC5)C6CC6,50922691,O=C(c1cc2c(nc(Nc3cc[nH]n3)c3nc[nH]c32)[nH]1)N(C1CC1)C1CC1,BMS-911543__MCF7__10000nM__24h,MCF7_24h_control_profile
BRD4770__A549__10nM__24h,BRD4770,A549,10.0,24.0,271,COC(=O)C1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC=CC=C3)CCCC4=CC=CC=C4,COC(=O)C1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC=CC=C3)CCCC4=CC=CC=C4,72193870,O=C(Nc1nc2ccccc2n1CCCc1ccccc1)c1ccccc1,BRD4770__A549__10nM__24h,A549_24h_control_profile
BRD4770__A549__100nM__24h,BRD4770,A549,100.0,24.0,212,COC(=O)C1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC=CC=C3)CCCC4=CC=CC=C4,COC(=O)C1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC=CC=C3)CCCC4=CC=CC=C4,72193870,O=C(Nc1nc2ccccc2n1CCCc1ccccc1)c1ccccc1,BRD4770__A549__100nM__24h,A549_24h_control_profile
BRD4770__A549__1000nM__24h,BRD4770,A549,1000.0,24.0,224,COC(=O)C1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC=CC=C3)CCCC4=CC=CC=C4,COC(=O)C1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC=CC=C3)CCCC4=CC=CC=C4,72193870,O=C(Nc1nc2ccccc2n1CCCc1ccccc1)c1ccccc1,BRD4770__A549__1000nM__24h,A549_24h_control_profile
BRD4770__A549__10000nM__24h,BRD4770,A549,10000.0,24.0,255,COC(=O)C1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC=CC=C3)CCCC4=CC=CC=C4,COC(=O)C1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC=CC=C3)CCCC4=CC=CC=C4,72193870,O=C(Nc1nc2ccccc2n1CCCc1ccccc1)c1ccccc1,BRD4770__A549__10000nM__24h,A549_24h_control_profile
BRD4770__K562__10nM__24h,BRD4770,K562,10.0,24.0,305,COC(=O)C1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC=CC=C3)CCCC4=CC=CC=C4,COC(=O)C1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC=CC=C3)CCCC4=CC=CC=C4,72193870,O=C(Nc1nc2ccccc2n1CCCc1ccccc1)c1ccccc1,BRD4770__K562__10nM__24h,K562_24h_control_profile
BRD4770__K562__100nM__24h,BRD4770,K562,100.0,24.0,244,COC(=O)C1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC=CC=C3)CCCC4=CC=CC=C4,COC(=O)C1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC=CC=C3)CCCC4=CC=CC=C4,72193870,O=C(Nc1nc2ccccc2n1CCCc1ccccc1)c1ccccc1,BRD4770__K562__100nM__24h,K562_24h_control_profile
BRD4770__K562__1000nM__24h,BRD4770,K562,1000.0,24.0,245,COC(=O)C1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC=CC=C3)CCCC4=CC=CC=C4,COC(=O)C1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC=CC=C3)CCCC4=CC=CC=C4,72193870,O=C(Nc1nc2ccccc2n1CCCc1ccccc1)c1ccccc1,BRD4770__K562__1000nM__24h,K562_24h_control_profile
BRD4770__K562__10000nM__24h,BRD4770,K562,10000.0,24.0,235,COC(=O)C1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC=CC=C3)CCCC4=CC=CC=C4,COC(=O)C1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC=CC=C3)CCCC4=CC=CC=C4,72193870,O=C(Nc1nc2ccccc2n1CCCc1ccccc1)c1ccccc1,BRD4770__K562__10000nM__24h,K562_24h_control_profile
BRD4770__MCF7__10nM__24h,BRD4770,MCF7,10.0,24.0,605,COC(=O)C1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC=CC=C3)CCCC4=CC=CC=C4,COC(=O)C1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC=CC=C3)CCCC4=CC=CC=C4,72193870,O=C(Nc1nc2ccccc2n1CCCc1ccccc1)c1ccccc1,BRD4770__MCF7__10nM__24h,MCF7_24h_control_profile
BRD4770__MCF7__100nM__24h,BRD4770,MCF7,100.0,24.0,564,COC(=O)C1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC=CC=C3)CCCC4=CC=CC=C4,COC(=O)C1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC=CC=C3)CCCC4=CC=CC=C4,72193870,O=C(Nc1nc2ccccc2n1CCCc1ccccc1)c1ccccc1,BRD4770__MCF7__100nM__24h,MCF7_24h_control_profile
BRD4770__MCF7__1000nM__24h,BRD4770,MCF7,1000.0,24.0,468,COC(=O)C1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC=CC=C3)CCCC4=CC=CC=C4,COC(=O)C1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC=CC=C3)CCCC4=CC=CC=C4,72193870,O=C(Nc1nc2ccccc2n1CCCc1ccccc1)c1ccccc1,BRD4770__MCF7__1000nM__24h,MCF7_24h_control_profile
BRD4770__MCF7__10000nM__24h,BRD4770,MCF7,10000.0,24.0,502,COC(=O)C1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC=CC=C3)CCCC4=CC=CC=C4,COC(=O)C1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC=CC=C3)CCCC4=CC=CC=C4,72193870,O=C(Nc1nc2ccccc2n1CCCc1ccccc1)c1ccccc1,BRD4770__MCF7__10000nM__24h,MCF7_24h_control_profile
Barasertib (AZD1152-HQPA)__A549__10nM__24h,Barasertib (AZD1152-HQPA),A549,10.0,24.0,165,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCO,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCO,16007391,O=C(Cc1cc(Nc2ncnc3ccccc23)n[nH]1)Nc1ccccc1,Barasertib (AZD1152-HQPA)__A549__10nM__24h,A549_24h_control_profile
Barasertib (AZD1152-HQPA)__A549__100nM__24h,Barasertib (AZD1152-HQPA),A549,100.0,24.0,142,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCO,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCO,16007391,O=C(Cc1cc(Nc2ncnc3ccccc23)n[nH]1)Nc1ccccc1,Barasertib (AZD1152-HQPA)__A549__100nM__24h,A549_24h_control_profile
Barasertib (AZD1152-HQPA)__A549__1000nM__24h,Barasertib (AZD1152-HQPA),A549,1000.0,24.0,130,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCO,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCO,16007391,O=C(Cc1cc(Nc2ncnc3ccccc23)n[nH]1)Nc1ccccc1,Barasertib (AZD1152-HQPA)__A549__1000nM__24h,A549_24h_control_profile
Barasertib (AZD1152-HQPA)__A549__10000nM__24h,Barasertib (AZD1152-HQPA),A549,10000.0,24.0,115,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCO,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCO,16007391,O=C(Cc1cc(Nc2ncnc3ccccc23)n[nH]1)Nc1ccccc1,Barasertib (AZD1152-HQPA)__A549__10000nM__24h,A549_24h_control_profile
Barasertib (AZD1152-HQPA)__K562__10nM__24h,Barasertib (AZD1152-HQPA),K562,10.0,24.0,210,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCO,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCO,16007391,O=C(Cc1cc(Nc2ncnc3ccccc23)n[nH]1)Nc1ccccc1,Barasertib (AZD1152-HQPA)__K562__10nM__24h,K562_24h_control_profile
Barasertib (AZD1152-HQPA)__K562__100nM__24h,Barasertib (AZD1152-HQPA),K562,100.0,24.0,175,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCO,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCO,16007391,O=C(Cc1cc(Nc2ncnc3ccccc23)n[nH]1)Nc1ccccc1,Barasertib (AZD1152-HQPA)__K562__100nM__24h,K562_24h_control_profile
Barasertib (AZD1152-HQPA)__K562__1000nM__24h,Barasertib (AZD1152-HQPA),K562,1000.0,24.0,180,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCO,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCO,16007391,O=C(Cc1cc(Nc2ncnc3ccccc23)n[nH]1)Nc1ccccc1,Barasertib (AZD1152-HQPA)__K562__1000nM__24h,K562_24h_control_profile
Barasertib (AZD1152-HQPA)__K562__10000nM__24h,Barasertib (AZD1152-HQPA),K562,10000.0,24.0,179,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCO,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCO,16007391,O=C(Cc1cc(Nc2ncnc3ccccc23)n[nH]1)Nc1ccccc1,Barasertib (AZD1152-HQPA)__K562__10000nM__24h,K562_24h_control_profile
Barasertib (AZD1152-HQPA)__MCF7__10nM__24h,Barasertib (AZD1152-HQPA),MCF7,10.0,24.0,402,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCO,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCO,16007391,O=C(Cc1cc(Nc2ncnc3ccccc23)n[nH]1)Nc1ccccc1,Barasertib (AZD1152-HQPA)__MCF7__10nM__24h,MCF7_24h_control_profile
Barasertib (AZD1152-HQPA)__MCF7__100nM__24h,Barasertib (AZD1152-HQPA),MCF7,100.0,24.0,363,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCO,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCO,16007391,O=C(Cc1cc(Nc2ncnc3ccccc23)n[nH]1)Nc1ccccc1,Barasertib (AZD1152-HQPA)__MCF7__100nM__24h,MCF7_24h_control_profile
